timestamp,timestamp,screen_name,text,mentions,sentiment,Tweet_lemmatized,toxic,severe_toxic,obscene,threat,identity_hate,insult
2012-01-28 16:10:53,2012-01-28 16:10:53,LeninArtieda," bajaron de Ciudad Alfaro a Montecristi. Algunos se quedaron escuchando al Presidente, otros se fueron.",1,0.0,"['', 'ciudad', 'alfaro', 'montecristi', 'quedaron', 'escuchando', 'presidente']",0,0,0,0,0,0
2012-01-28 16:19:50,2012-01-28 16:19:50,javi_300,  Me parece raro que hayan planificado un show al mismo tiempo de la sabatina ya q es obvio q todos iban a ir pa alla,2,0.0,"['', 'parece', 'raro', 'planificado', 'show', 'mismo', 'tiempo', 'sabatina', 'obvio', 'iban', 'ir', 'pa', 'alla']",0,0,0,0,0,0
2012-07-23 16:52:04,2012-07-23 16:52:04,ElGuille1981,"  jajaja estamos en la mierda, maldita llegada de los 30",2,0.0,"['', 'mierda', 'maldita', 'llegada', '']",0,0,0,0,0,1
2012-07-30 21:08:59,2012-07-30 21:08:59,OmarVLuna,Bien Gongora!!!,0,0.0,"['bien', 'gongora']",0,0,0,0,0,0
2012-08-12 23:33:07,2012-08-12 23:33:07,Ceagd,RT  Arroyo gana pelota a Giménez y Gol de Díaz; desde la lejanía derechazo memorable..21'// memorable ab,1,0.0,"['arroyo', 'gana', 'pelota', 'giménez', 'gol', 'díaz', 'derechazo', 'memorable', 'memorable']",0,0,0,0,0,0
2012-09-23 19:51:49,2012-09-23 19:51:49,williamludena, Saludos hermano!,1,0.0,"['', 'saludos', 'hermano']",0,0,0,0,0,0
2012-10-10 11:39:41,2012-10-10 11:39:41,rhernandeztv,"Glad to hear fom you, ",1,0.4588,"['glad', 'to', 'hear', 'fom', 'you', '']",0,0,0,0,0,0
2013-02-24 01:03:20,2013-02-24 1:03:20,egasic,   de q vale la libertadores si en el campeonato stamos n la mierda ese Castillejos es una dsgracia,3,0.0,"['', 'vale', 'libertadores', 'si', 'campeonato', 'stamos', 'n', 'mierda', 'castillejos', 'dsgracia']",1,0,0,0,0,0
2013-04-11 12:30:24,2013-04-11 12:30:24,ivonnelago,Para ser estúpido y descriteriado no se necesita estudiar.,0,-0.296,"['ser', 'estúpido', 'descriteriado', 'necesita', 'estudiar']",0,0,0,0,0,1
2013-08-18 04:13:45,2013-08-18 4:13:45,christianalban,Ser bueno no es sinónimo de ser idiota. Ser bueno es una virtud que algunos idiotas no entienden.,0,-0.5267,"['ser', 'bueno', 'sinónimo', 'ser', 'idiota', 'ser', 'bueno', 'virtud', 'idiotas', 'entienden']",0,0,0,0,0,1
2013-08-18 04:13:45,2013-08-18 4:13:45,christianalban,Ser bueno no es sinónimo de ser idiota. Ser bueno es una virtud que algunos idiotas no entienden.,0,-0.5267,"['ser', 'bueno', 'sinónimo', 'ser', 'idiota', 'ser', 'bueno', 'virtud', 'idiotas', 'entienden']",0,0,0,0,0,0
2013-09-11 07:41:33,2013-09-11 7:41:33,christianalban,"Da y no esperes nada a cambio. Cuando haya una recompensa, será una agradable sorpresa.",0,-0.296,"['da', 'esperes', 'cambio', 'recompensa', 'agradable', 'sorpresa']",0,0,0,0,0,0
2013-10-01 23:02:02,2013-10-01 23:02:02,SANCHErvin,Si me caigo.... me levantas  Si me enredo... me desatas  Si me pierdo... me rescatas Bendito Jesús.,0,0.0,"['si', 'caigo', 'levantas', 'si', 'enredo', 'desatas', 'si', 'pierdo', 'rescatas', 'bendito', 'jesús']",0,0,0,0,0,0
2013-10-15 12:26:07,2013-10-15 12:26:07,mivanrodriguez,[FOTO] tabla de ubicaciones previo la última fecha de #EliminatoriasSudamericanas http://t.co/o64dmWDXcp vía ,1,0.0,"['foto', 'tabla', 'ubicaciones', 'previo', 'última', 'fecha', 'eliminatoriassudamericanas', 'httptcoodmwdxcp', 'vía', '']",0,0,0,0,0,0
2013-10-22 19:48:58,2013-10-22 19:48:58,Sucodelsenaculo,  verdad es!  lo malo es que si eso estribera abierto seria cantina y guarida de ladrones como diría mi abuela,2,0.0,"['', 'verdad', 'malo', 'si', 'estribera', 'abierto', 'seria', 'cantina', 'guarida', 'ladrones', 'diría', 'abuela']",0,0,0,0,0,0
2013-11-14 00:26:33,2013-11-14 0:26:33,RobertoBonafont,"No os toméis la vida demasiado en serio, de todas formas no saldréis vivos de ésta.(Bernard Le Boveir)",0,-0.5267,"['toméis', 'vida', 'demasiado', 'serio', 'toda', 'formas', 'saldréis', 'vivos', 'éstabernard', 'boveir']",0,0,0,0,0,0
2014-01-08 19:34:26,2014-01-08 19:34:26,JorgeBonnard, y tu romántica jaja tienes todos los géneros en esa casa,1,0.0,"['', 'romántica', 'géneros', 'casa']",0,0,0,0,0,0
2014-01-08 20:57:19,2014-01-08 20:57:19,CarlosVerareal,"#tababela despejado;al sur,aguacerazo! #quito ,se ve parte del norte sin lluvia:el resto?",0,-0.5983,"['tababela', 'suraguacerazo', 'quito', 've', 'parte', 'norte', 'lluviael', 'resto']",0,0,0,0,0,0
2014-01-13 16:39:30,2014-01-13 16:39:30,JulianaaMoreno,"Una pena lo de Jairo Campos,rotura del ligamento en el tendón de Aquiles lo dejaría de 6 a 8 meses fuera de las canchas, chao mundial!",0,0.0,"['pena', 'camposrotura', 'ligamento', 'tendón', 'aquiles', 'me', 'canchas', 'chao', 'mundial']",0,0,0,0,0,0
2014-03-07 21:02:11,2014-03-07 21:02:11,roselvasconez,#selfie        http://t.co/XVj5GzpTCx,7,0.0,"['selfie', 'httptcoxvjgzptcx']",0,0,0,0,0,0
2014-03-17 19:05:56,2014-03-17 19:05:56,JulianaaMoreno,Te quiero mientras dure que te quiera...,0,0.0,"['quiero', 'mientras', 'dure', 'quiera']",0,0,0,0,0,0
2014-04-05 05:16:47,2014-04-05 5:16:47,HerediaPinBu, Te veo mi China :'),1,0.5106,"['', 'veo', 'china', '']",0,0,0,0,0,0
2014-04-25 04:18:03,2014-04-25 4:18:03,JulianaaMoreno,Tu eres quien a mi me hace soñar... tu eres quien a mi me hace palpitar tu eres quien a mi me tiene locooo ♥♥♥♥ ,1,0.0,"['hace', 'soñar', 'hace', 'palpitar', 'locooo', '']",0,0,0,0,0,0
2014-05-04 09:41:53,2014-05-04 9:41:53,ChinaRuiz5,Auuuuuuu.... Xilioooooooo!!!!!,0,0.0,"['auuuuuuu', 'xilioooooooo']",0,0,0,0,0,0
2014-05-06 03:41:49,2014-05-06 3:41:49,susanamorg," pelado, buen retrato del caos quiteño. Asomaráff.",1,0.0,"['', 'pelado', 'buen', 'retrato', 'caos', 'quiteño', 'asomaráff']",0,0,0,0,0,0
2014-05-24 03:40:23,2014-05-24 3:40:23,Giovanni210, Eres una belleza eres mi amor platónico,1,0.6124,"['', 'belleza', 'amor', 'platónico']",0,0,0,0,0,0
2014-07-08 21:01:07,2014-07-08 21:01:07,kiko1395,  no vuelven a organizar un mundial en su puta vida,1,-0.296,"['', 'vuelven', 'organizar', 'mundial', 'puta', 'vida']",0,1,0,0,0,0
2014-08-05 23:55:58,2014-08-05 23:55:58,UrbanoCrisdario," empezando por periodistas lacayos de los Paz y de los medios que transmitían antes los partidos del campeonato, vergüenza!!!",1,0.0,"['', 'empezando', 'periodistas', 'lacayos', 'paz', 'medios', 'transmitían', 'partidos', 'campeonato', 'vergüenza']",0,0,0,0,0,0
2014-08-10 00:48:45,2014-08-10 0:48:45,OmarVLuna,"GOOOOOOOOOOOOL Mojo Diego, nomás!!! Milito. 3-0 Vamos acade!!!!",0,0.0,"['gooooooooooool', 'mojo', 'diego', 'nomás', 'milito', 'vamos', 'acade']",0,0,0,0,0,0
2014-08-26 04:14:57,2014-08-26 4:14:57,cindita_Veliz,Baja d esa nube chalaco 😄😄😄😄,0,0.0,"['nube', 'chalaco', '']",0,0,0,0,0,0
2014-09-12 14:18:57,2014-09-12 14:18:57,EstebanVera1984, Gracias. A veces por temas comerciales deciden no pasar los partidos cuando La culpa no es d nosotros sino d los vendedores,1,-0.5267,"['', 'gracias', 'veces', 'temas', 'comerciales', 'deciden', 'pasar', 'partidos', 'culpa', 'sino', 'vendedores']",0,0,0,0,0,0
2014-09-12 19:57:37,2014-09-12 19:57:37,bombillo37, pidele un hijo mmv,1,0.0,"['', 'pidele', 'hijo', 'mmv']",0,0,0,0,0,0
2014-09-20 13:46:33,2014-09-20 13:46:33,RobertoBonafont,El mayor placer de un hombre inteligente es aparentar ser idiota delante de un idiota que aparenta ser inteligente.,0,0.0,"['mayor', 'placer', 'hombre', 'inteligente', 'aparentar', 'ser', 'idiota', 'delante', 'idiota', 'aparenta', 'ser', 'inteligente']",0,0,0,0,0,1
2014-09-27 22:42:50,2014-09-27 22:42:50,RobertoBonafont,Tú eres lo que estás buscando.,0,0.0,['buscando'],0,0,0,0,0,0
2014-10-01 14:28:27,2014-10-01 14:28:27,klevermorocho1, eres mi idolo gallo bello,1,0.0,"['', 'idolo', 'gallo', 'bello']",0,0,0,0,0,0
2014-11-04 14:22:13,2014-11-04 14:22:13,CarlosVerareal,"RT  favor ayúdenos a encontrarlo, Sr. César Augusto Peralta Escobar, inf. Andrea Peralta 0991226872 http://t.co/GIpypBM3Cn",1,0.4019,"['favor', 'ayúdenos', 'encontrarlo', 'sr', 'césar', 'augusto', 'peralta', 'escobar', 'inf', 'andrea', 'peralta', 'httptcogipypbmcn']",0,0,0,0,0,0
2014-11-16 00:56:34,2014-11-16 0:56:34,_iXiomara, que paso hijo de puta te creías campeón que hasta el último de la tabla te gano,1,0.0,"['', 'paso', 'hijo', 'puta', 'creías', 'campeón', 'último', 'tabla', 'gano']",0,1,0,0,0,0
2014-12-16 02:13:36,2014-12-16 2:13:36,RodrigoMenaR, gracias por acompañarnos en ese recorrido que hicimos al campo de mi Cantón.,1,0.0,"['', 'gracias', 'acompañarnos', 'recorrido', 'hicimos', 'campo', 'cantón']",0,0,0,0,0,0
2014-12-22 04:10:42,2014-12-22 4:10:42,Lucho_Patucho," vago de mierda, periodista de a centavo, vendido de mierda!!!! Hablas una huevada despues dices otra... perro de ",2,0.0,"['', 'vago', 'mierda', 'periodista', 'centavo', 'vendido', 'mierda', 'hablas', 'huevada', 'despues', 'dice', 'perro', '']",0,0,0,0,0,1
2014-12-28 01:57:46,2014-12-28 1:57:46,RobertoBonafont,Alguna vez todos somos ese perro adulto en la tienda de mascotas; aquel que envejeció y nadie quiere llevárselo.,0,0.0,"['alguna', 'vez', 'perro', 'adulto', 'tienda', 'mascotas', 'aquel', 'envejeció', 'nadie', 'quiere', 'llevárselo']",0,0,0,0,0,0
2015-01-09 12:57:36,2015-01-09 12:57:36,ABZEVALLOS,"FRANCIA: Tienda judía, 1 rehen.  http://t.co/Q2ZeB0MpCz",1,0.0,"['francia', 'tienda', 'judía', 'rehen', 'httptcoqzebmpcz']",0,0,0,0,1,0
